"agency_cd","site_no","Date","Flow","Flow_cd"
"USGS","08164000",2000-06-01,60,"A"
"USGS","08164000",2000-06-02,54,"A"
"USGS","08164000",2000-06-03,49,"A"
"USGS","08164000",2000-06-04,46,"A"
"USGS","08164000",2000-06-05,62,"A"
"USGS","08164000",2000-06-06,209,"A"
"USGS","08164000",2000-06-07,133,"A"
"USGS","08164000",2000-06-08,88,"A"
"USGS","08164000",2000-06-09,196,"A"
"USGS","08164000",2000-06-10,594,"A"
"USGS","08164000",2000-06-11,2130,"A"
"USGS","08164000",2000-06-12,2760,"A"
"USGS","08164000",2000-06-13,761,"A"
"USGS","08164000",2000-06-14,325,"A"
"USGS","08164000",2000-06-15,192,"A"
"USGS","08164000",2000-06-16,137,"A"
"USGS","08164000",2000-06-17,108,"A"
"USGS","08164000",2000-06-18,92,"A"
"USGS","08164000",2000-06-19,79,"A"
"USGS","08164000",2000-06-20,68,"A"
"USGS","08164000",2000-06-21,60,"A"
"USGS","08164000",2000-06-22,51,"A"
"USGS","08164000",2000-06-23,49,"A"
"USGS","08164000",2000-06-24,42,"A"
"USGS","08164000",2000-06-25,39,"A"
"USGS","08164000",2000-06-26,38,"A"
"USGS","08164000",2000-06-27,46,"A"
"USGS","08164000",2000-06-28,58,"A"
"USGS","08164000",2000-06-29,35,"A"
"USGS","08164000",2000-06-30,28,"A"
"USGS","08164000",2000-07-01,26,"A"
"USGS","08164000",2000-07-02,24,"A"
"USGS","08164000",2000-07-03,22,"A"
"USGS","08164000",2000-07-04,21,"A"
"USGS","08164000",2000-07-05,20,"A"
"USGS","08164000",2000-07-06,19,"A"
"USGS","08164000",2000-07-07,18,"A"
"USGS","08164000",2000-07-08,17,"A"
"USGS","08164000",2000-07-09,16,"A"
"USGS","08164000",2000-07-10,15,"A"
"USGS","08164000",2000-07-11,14,"A"
"USGS","08164000",2000-07-12,13,"A"
"USGS","08164000",2000-07-13,13,"A"
"USGS","08164000",2000-07-14,13,"A"
"USGS","08164000",2000-07-15,12,"A"
"USGS","08164000",2000-07-16,11,"A"
"USGS","08164000",2000-07-17,11,"A"
"USGS","08164000",2000-07-18,10,"A"
"USGS","08164000",2000-07-19,10,"A"
"USGS","08164000",2000-07-20,10,"A"
"USGS","08164000",2000-07-21,9.2,"A"
"USGS","08164000",2000-07-22,8.6,"A"
"USGS","08164000",2000-07-23,8.6,"A"
"USGS","08164000",2000-07-24,12,"A"
"USGS","08164000",2000-07-25,10,"A"
"USGS","08164000",2000-07-26,8.2,"A"
"USGS","08164000",2000-07-27,7.9,"A"
"USGS","08164000",2000-07-28,12,"A"
"USGS","08164000",2000-07-29,12,"A"
"USGS","08164000",2000-07-30,9.2,"A"
"USGS","08164000",2000-07-31,8,"A"
"USGS","08164000",2000-08-01,10,"A"
"USGS","08164000",2000-08-02,11,"A"
"USGS","08164000",2000-08-03,7.5,"A"
"USGS","08164000",2000-08-04,11,"A"
"USGS","08164000",2000-08-05,11,"A"
"USGS","08164000",2000-08-06,11,"A"
"USGS","08164000",2000-08-07,8.4,"A"
"USGS","08164000",2000-08-08,7,"A"
"USGS","08164000",2000-08-09,6.8,"A"
"USGS","08164000",2000-08-10,6.4,"A"
"USGS","08164000",2000-08-11,6.1,"A"
"USGS","08164000",2000-08-12,6.7,"A"
"USGS","08164000",2000-08-13,11,"A"
"USGS","08164000",2000-08-14,9.3,"A"
"USGS","08164000",2000-08-15,7.2,"A"
"USGS","08164000",2000-08-16,6.5,"A"
"USGS","08164000",2000-08-17,5.5,"A"
"USGS","08164000",2000-08-18,5.2,"A"
"USGS","08164000",2000-08-19,4.9,"A"
"USGS","08164000",2000-08-20,4.5,"A"
"USGS","08164000",2000-08-21,4.9,"A"
"USGS","08164000",2000-08-22,5.7,"A"
"USGS","08164000",2000-08-23,11,"A"
"USGS","08164000",2000-08-24,7.5,"A"
"USGS","08164000",2000-08-25,6.3,"A"
"USGS","08164000",2000-08-26,6.8,"A"
"USGS","08164000",2000-08-27,5,"A"
"USGS","08164000",2000-08-28,7.2,"A"
"USGS","08164000",2000-08-29,6.4,"A"
"USGS","08164000",2000-08-30,5.4,"A"
"USGS","08164000",2000-08-31,4.7,"A"
"USGS","08164000",2000-09-01,4.2,"A"
"USGS","08164000",2000-09-02,3.7,"A"
"USGS","08164000",2000-09-03,3.4,"A"
"USGS","08164000",2000-09-04,3.3,"A"
"USGS","08164000",2000-09-05,3,"A"
"USGS","08164000",2000-09-06,2.7,"A"
"USGS","08164000",2000-09-07,2.5,"A"
"USGS","08164000",2000-09-08,2.2,"A"
"USGS","08164000",2000-09-09,2.1,"A"
"USGS","08164000",2000-09-10,2.3,"A"
"USGS","08164000",2000-09-11,3.7,"A"
"USGS","08164000",2000-09-12,3.4,"A"
"USGS","08164000",2000-09-13,2.6,"A"
"USGS","08164000",2000-09-14,3.3,"A"
"USGS","08164000",2000-09-15,3,"A"
"USGS","08164000",2000-09-16,12,"A"
"USGS","08164000",2000-09-17,5.6,"A"
"USGS","08164000",2000-09-18,3.1,"A"
"USGS","08164000",2000-09-19,2.2,"A"
"USGS","08164000",2000-09-20,2.1,"A"
"USGS","08164000",2000-09-21,2.2,"A"
"USGS","08164000",2000-09-22,2.8,"A"
"USGS","08164000",2000-09-23,3.3,"A"
"USGS","08164000",2000-09-24,2.6,"A"
"USGS","08164000",2000-09-25,3.5,"A"
"USGS","08164000",2000-09-26,2.2,"A"
"USGS","08164000",2000-09-27,2.2,"A"
"USGS","08164000",2000-09-28,1.8,"A"
"USGS","08164000",2000-09-29,1.1,"A"
"USGS","08164000",2000-09-30,1.4,"A"
"USGS","08164000",2000-10-01,1.6,"A"
"USGS","08164000",2000-10-02,1.5,"A"
"USGS","08164000",2000-10-03,1.4,"A"
"USGS","08164000",2000-10-04,1.1,"A"
"USGS","08164000",2000-10-05,1.4,"A"
"USGS","08164000",2000-10-06,1.6,"A"
"USGS","08164000",2000-10-07,2.7,"A"
"USGS","08164000",2000-10-08,3,"A"
"USGS","08164000",2000-10-09,3.6,"A"
"USGS","08164000",2000-10-10,5.9,"A"
"USGS","08164000",2000-10-11,6.3,"A"
"USGS","08164000",2000-10-12,5.4,"A"
"USGS","08164000",2000-10-13,10,"A"
"USGS","08164000",2000-10-14,11,"A"
"USGS","08164000",2000-10-15,9.8,"A"
"USGS","08164000",2000-10-16,8.8,"A"
"USGS","08164000",2000-10-17,10,"A"
"USGS","08164000",2000-10-18,31,"A"
"USGS","08164000",2000-10-19,52,"A"
"USGS","08164000",2000-10-20,16,"A"
"USGS","08164000",2000-10-21,10,"A"
"USGS","08164000",2000-10-22,31,"A"
"USGS","08164000",2000-10-23,38,"A"
"USGS","08164000",2000-10-24,29,"A"
"USGS","08164000",2000-10-25,17,"A"
"USGS","08164000",2000-10-26,14,"A"
"USGS","08164000",2000-10-27,22,"A"
"USGS","08164000",2000-10-28,74,"A"
"USGS","08164000",2000-10-29,61,"A"
"USGS","08164000",2000-10-30,25,"A"
"USGS","08164000",2000-10-31,15,"A"
"USGS","08164000",2000-11-01,11,"A"
"USGS","08164000",2000-11-02,8.7,"A"
"USGS","08164000",2000-11-03,9,"A"
"USGS","08164000",2000-11-04,9.6,"A"
"USGS","08164000",2000-11-05,10,"A"
"USGS","08164000",2000-11-06,84,"A"
"USGS","08164000",2000-11-07,627,"A"
"USGS","08164000",2000-11-08,254,"A"
"USGS","08164000",2000-11-09,98,"A"
"USGS","08164000",2000-11-10,55,"A"
"USGS","08164000",2000-11-11,38,"A"
"USGS","08164000",2000-11-12,30,"A"
"USGS","08164000",2000-11-13,26,"A"
"USGS","08164000",2000-11-14,273,"A"
"USGS","08164000",2000-11-15,235,"A"
"USGS","08164000",2000-11-16,77,"A"
"USGS","08164000",2000-11-17,53,"A"
"USGS","08164000",2000-11-18,201,"A"
"USGS","08164000",2000-11-19,3170,"A"
"USGS","08164000",2000-11-20,5980,"A"
"USGS","08164000",2000-11-21,3380,"A"
"USGS","08164000",2000-11-22,389,"A"
"USGS","08164000",2000-11-23,221,"A"
"USGS","08164000",2000-11-24,1050,"A"
"USGS","08164000",2000-11-25,4070,"A"
"USGS","08164000",2000-11-26,2530,"A"
"USGS","08164000",2000-11-27,465,"A"
"USGS","08164000",2000-11-28,281,"A"
"USGS","08164000",2000-11-29,199,"A"
"USGS","08164000",2000-11-30,197,"A"
"USGS","08164000",2000-12-01,210,"A"
"USGS","08164000",2000-12-02,133,"A"
"USGS","08164000",2000-12-03,101,"A"
"USGS","08164000",2000-12-04,92,"A"
"USGS","08164000",2000-12-05,88,"A"
"USGS","08164000",2000-12-06,80,"A"
"USGS","08164000",2000-12-07,75,"A"
"USGS","08164000",2000-12-08,68,"A"
"USGS","08164000",2000-12-09,63,"A"
"USGS","08164000",2000-12-10,61,"A"
"USGS","08164000",2000-12-11,59,"A"
"USGS","08164000",2000-12-12,56,"A"
"USGS","08164000",2000-12-13,52,"A"
"USGS","08164000",2000-12-14,51,"A"
"USGS","08164000",2000-12-15,51,"A"
"USGS","08164000",2000-12-16,77,"A"
"USGS","08164000",2000-12-17,62,"A"
"USGS","08164000",2000-12-18,52,"A"
"USGS","08164000",2000-12-19,47,"A"
"USGS","08164000",2000-12-20,45,"A"
"USGS","08164000",2000-12-21,44,"A"
"USGS","08164000",2000-12-22,41,"A"
"USGS","08164000",2000-12-23,40,"A"
"USGS","08164000",2000-12-24,42,"A"
"USGS","08164000",2000-12-25,78,"A"
"USGS","08164000",2000-12-26,135,"A"
"USGS","08164000",2000-12-27,1250,"A"
"USGS","08164000",2000-12-28,1090,"A"
"USGS","08164000",2000-12-29,485,"A"
"USGS","08164000",2000-12-30,219,"A"
"USGS","08164000",2000-12-31,138,"A"
"USGS","08164000",2001-01-01,114,"A"
"USGS","08164000",2001-01-02,98,"A"
"USGS","08164000",2001-01-03,84,"A"
"USGS","08164000",2001-01-04,73,"A"
"USGS","08164000",2001-01-05,65,"A"
"USGS","08164000",2001-01-06,59,"A"
"USGS","08164000",2001-01-07,55,"A"
"USGS","08164000",2001-01-08,52,"A"
"USGS","08164000",2001-01-09,48,"A"
"USGS","08164000",2001-01-10,160,"A"
"USGS","08164000",2001-01-11,1130,"A"
"USGS","08164000",2001-01-12,1070,"A"
"USGS","08164000",2001-01-13,459,"A"
"USGS","08164000",2001-01-14,268,"A"
"USGS","08164000",2001-01-15,185,"A"
"USGS","08164000",2001-01-16,145,"A"
"USGS","08164000",2001-01-17,264,"A"
"USGS","08164000",2001-01-18,473,"A"
"USGS","08164000",2001-01-19,1510,"A"
"USGS","08164000",2001-01-20,2080,"A"
"USGS","08164000",2001-01-21,764,"A"
"USGS","08164000",2001-01-22,362,"A"
"USGS","08164000",2001-01-23,245,"A"
"USGS","08164000",2001-01-24,194,"A"
"USGS","08164000",2001-01-25,167,"A"
"USGS","08164000",2001-01-26,149,"A"
"USGS","08164000",2001-01-27,136,"A"
"USGS","08164000",2001-01-28,126,"A"
"USGS","08164000",2001-01-29,127,"A"
"USGS","08164000",2001-01-30,327,"A"
"USGS","08164000",2001-01-31,274,"A"
"USGS","08164000",2001-02-01,159,"A"
"USGS","08164000",2001-02-02,128,"A"
"USGS","08164000",2001-02-03,112,"A"
"USGS","08164000",2001-02-04,102,"A"
"USGS","08164000",2001-02-05,97,"A"
"USGS","08164000",2001-02-06,93,"A"
"USGS","08164000",2001-02-07,91,"A"
"USGS","08164000",2001-02-08,90,"A"
"USGS","08164000",2001-02-09,91,"A"
"USGS","08164000",2001-02-10,88,"A"
"USGS","08164000",2001-02-11,86,"A"
"USGS","08164000",2001-02-12,85,"A"
"USGS","08164000",2001-02-13,85,"A"
"USGS","08164000",2001-02-14,84,"A"
"USGS","08164000",2001-02-15,84,"A"
"USGS","08164000",2001-02-16,84,"A"
"USGS","08164000",2001-02-17,83,"A"
"USGS","08164000",2001-02-18,83,"A"
"USGS","08164000",2001-02-19,95,"A"
"USGS","08164000",2001-02-20,91,"A"
"USGS","08164000",2001-02-21,83,"A"
"USGS","08164000",2001-02-22,80,"A"
"USGS","08164000",2001-02-23,77,"A"
"USGS","08164000",2001-02-24,77,"A"
"USGS","08164000",2001-02-25,76,"A"
"USGS","08164000",2001-02-26,75,"A"
"USGS","08164000",2001-02-27,74,"A"
"USGS","08164000",2001-02-28,73,"A"
"USGS","08164000",2001-03-01,71,"A"
"USGS","08164000",2001-03-02,111,"A"
"USGS","08164000",2001-03-03,872,"A"
"USGS","08164000",2001-03-04,2280,"A"
"USGS","08164000",2001-03-05,1600,"A"
"USGS","08164000",2001-03-06,520,"A"
"USGS","08164000",2001-03-07,293,"A"
"USGS","08164000",2001-03-08,216,"A"
"USGS","08164000",2001-03-09,334,"A"
"USGS","08164000",2001-03-10,504,"A"
"USGS","08164000",2001-03-11,333,"A"
"USGS","08164000",2001-03-12,215,"A"
"USGS","08164000",2001-03-13,169,"A"
"USGS","08164000",2001-03-14,203,"A"
"USGS","08164000",2001-03-15,918,"A"
"USGS","08164000",2001-03-16,3900,"A"
"USGS","08164000",2001-03-17,3010,"A"
"USGS","08164000",2001-03-18,434,"A"
"USGS","08164000",2001-03-19,286,"A"
"USGS","08164000",2001-03-20,212,"A"
"USGS","08164000",2001-03-21,175,"A"
"USGS","08164000",2001-03-22,156,"A"
"USGS","08164000",2001-03-23,141,"A"
"USGS","08164000",2001-03-24,130,"A"
"USGS","08164000",2001-03-25,120,"A"
"USGS","08164000",2001-03-26,111,"A"
"USGS","08164000",2001-03-27,104,"A"
"USGS","08164000",2001-03-28,113,"A"
"USGS","08164000",2001-03-29,157,"A"
"USGS","08164000",2001-03-30,136,"A"
"USGS","08164000",2001-03-31,115,"A"
"USGS","08164000",2001-04-01,103,"A"
"USGS","08164000",2001-04-02,94,"A"
"USGS","08164000",2001-04-03,89,"A"
"USGS","08164000",2001-04-04,85,"A"
"USGS","08164000",2001-04-05,82,"A"
"USGS","08164000",2001-04-06,79,"A"
"USGS","08164000",2001-04-07,77,"A"
"USGS","08164000",2001-04-08,74,"A"
"USGS","08164000",2001-04-09,71,"A"
"USGS","08164000",2001-04-10,68,"A"
"USGS","08164000",2001-04-11,67,"A"
"USGS","08164000",2001-04-12,65,"A"
"USGS","08164000",2001-04-13,64,"A"
"USGS","08164000",2001-04-14,64,"A"
"USGS","08164000",2001-04-15,63,"A"
"USGS","08164000",2001-04-16,59,"A"
"USGS","08164000",2001-04-17,57,"A"
"USGS","08164000",2001-04-18,54,"A"
"USGS","08164000",2001-04-19,53,"A"
"USGS","08164000",2001-04-20,53,"A"
"USGS","08164000",2001-04-21,53,"A"
"USGS","08164000",2001-04-22,52,"A"
"USGS","08164000",2001-04-23,51,"A"
"USGS","08164000",2001-04-24,50,"A"
"USGS","08164000",2001-04-25,49,"A"
"USGS","08164000",2001-04-26,48,"A"
"USGS","08164000",2001-04-27,46,"A"
"USGS","08164000",2001-04-28,45,"A"
"USGS","08164000",2001-04-29,43,"A"
"USGS","08164000",2001-04-30,42,"A"
"USGS","08164000",2001-05-01,42,"A"
"USGS","08164000",2001-05-02,41,"A"
"USGS","08164000",2001-05-03,40,"A"
"USGS","08164000",2001-05-04,39,"A"
"USGS","08164000",2001-05-05,141,"A"
"USGS","08164000",2001-05-06,7150,"A"
"USGS","08164000",2001-05-07,15600,"A"
"USGS","08164000",2001-05-08,2680,"A"
"USGS","08164000",2001-05-09,570,"A"
"USGS","08164000",2001-05-10,358,"A"
"USGS","08164000",2001-05-11,266,"A"
"USGS","08164000",2001-05-12,223,"A"
"USGS","08164000",2001-05-13,222,"A"
"USGS","08164000",2001-05-14,164,"A"
"USGS","08164000",2001-05-15,143,"A"
"USGS","08164000",2001-05-16,128,"A"
"USGS","08164000",2001-05-17,119,"A"
"USGS","08164000",2001-05-18,110,"A"
"USGS","08164000",2001-05-19,102,"A"
"USGS","08164000",2001-05-20,98,"A"
"USGS","08164000",2001-05-21,93,"A"
"USGS","08164000",2001-05-22,88,"A"
"USGS","08164000",2001-05-23,82,"A"
"USGS","08164000",2001-05-24,79,"A"
"USGS","08164000",2001-05-25,77,"A"
"USGS","08164000",2001-05-26,75,"A"
"USGS","08164000",2001-05-27,74,"A"
"USGS","08164000",2001-05-28,72,"A"
"USGS","08164000",2001-05-29,71,"A"
"USGS","08164000",2001-05-30,78,"A"
"USGS","08164000",2001-05-31,72,"A"
"USGS","08164000",2001-06-01,78,"A"
"USGS","08164000",2001-06-02,92,"A"
"USGS","08164000",2001-06-03,92,"A"
"USGS","08164000",2001-06-04,73,"A"
"USGS","08164000",2001-06-05,64,"A"
"USGS","08164000",2001-06-06,58,"A"
"USGS","08164000",2001-06-07,56,"A"
"USGS","08164000",2001-06-08,54,"A"
"USGS","08164000",2001-06-09,54,"A"
"USGS","08164000",2001-06-10,53,"A"
"USGS","08164000",2001-06-11,52,"A"
"USGS","08164000",2001-06-12,50,"A"
"USGS","08164000",2001-06-13,49,"A"
"USGS","08164000",2001-06-14,46,"A"
"USGS","08164000",2001-06-15,46,"A"
"USGS","08164000",2001-06-16,47,"A"
"USGS","08164000",2001-06-17,44,"A"
"USGS","08164000",2001-06-18,43,"A"
"USGS","08164000",2001-06-19,46,"A"
"USGS","08164000",2001-06-20,42,"A"
"USGS","08164000",2001-06-21,41,"A"
"USGS","08164000",2001-06-22,48,"A"
"USGS","08164000",2001-06-23,42,"A"
"USGS","08164000",2001-06-24,43,"A"
"USGS","08164000",2001-06-25,153,"A"
"USGS","08164000",2001-06-26,87,"A"
"USGS","08164000",2001-06-27,61,"A"
"USGS","08164000",2001-06-28,42,"A"
"USGS","08164000",2001-06-29,33,"A"
"USGS","08164000",2001-06-30,30,"A"
"USGS","08164000",2001-07-01,28,"A"
"USGS","08164000",2001-07-02,29,"A"
"USGS","08164000",2001-07-03,39,"A"
"USGS","08164000",2001-07-04,65,"A"
"USGS","08164000",2001-07-05,72,"A"
"USGS","08164000",2001-07-06,55,"A"
"USGS","08164000",2001-07-07,39,"A"
"USGS","08164000",2001-07-08,31,"A"
"USGS","08164000",2001-07-09,27,"A"
"USGS","08164000",2001-07-10,25,"A"
"USGS","08164000",2001-07-11,24,"A"
"USGS","08164000",2001-07-12,22,"A"
"USGS","08164000",2001-07-13,21,"A"
"USGS","08164000",2001-07-14,20,"A"
"USGS","08164000",2001-07-15,19,"A"
"USGS","08164000",2001-07-16,18,"A"
"USGS","08164000",2001-07-17,17,"A"
"USGS","08164000",2001-07-18,17,"A"
"USGS","08164000",2001-07-19,17,"A"
"USGS","08164000",2001-07-20,17,"A"
"USGS","08164000",2001-07-21,15,"A"
"USGS","08164000",2001-07-22,15,"A"
"USGS","08164000",2001-07-23,14,"A"
"USGS","08164000",2001-07-24,14,"A"
"USGS","08164000",2001-07-25,16,"A"
"USGS","08164000",2001-07-26,19,"A"
"USGS","08164000",2001-07-27,16,"A"
"USGS","08164000",2001-07-28,17,"A"
"USGS","08164000",2001-07-29,17,"A"
"USGS","08164000",2001-07-30,14,"A"
"USGS","08164000",2001-07-31,12,"A"
"USGS","08164000",2001-08-01,11,"A"
"USGS","08164000",2001-08-02,11,"A"
"USGS","08164000",2001-08-03,11,"A"
"USGS","08164000",2001-08-04,10,"A"
"USGS","08164000",2001-08-05,9.7,"A"
"USGS","08164000",2001-08-06,9.2,"A"
"USGS","08164000",2001-08-07,9.7,"A"
"USGS","08164000",2001-08-08,9.4,"A"
"USGS","08164000",2001-08-09,8.8,"A"
"USGS","08164000",2001-08-10,8.5,"A"
"USGS","08164000",2001-08-11,7.9,"A"
"USGS","08164000",2001-08-12,7.4,"A"
"USGS","08164000",2001-08-13,7,"A"
"USGS","08164000",2001-08-14,8,"A"
"USGS","08164000",2001-08-15,7.5,"A"
"USGS","08164000",2001-08-16,7,"A"
"USGS","08164000",2001-08-17,6.5,"A"
"USGS","08164000",2001-08-18,6.3,"A"
"USGS","08164000",2001-08-19,6.3,"A"
"USGS","08164000",2001-08-20,6.5,"A"
"USGS","08164000",2001-08-21,7.1,"A"
"USGS","08164000",2001-08-22,6.8,"A"
"USGS","08164000",2001-08-23,6.8,"A"
"USGS","08164000",2001-08-24,6.7,"A"
"USGS","08164000",2001-08-25,6.4,"A"
"USGS","08164000",2001-08-26,6.2,"A"
"USGS","08164000",2001-08-27,7.6,"A"
"USGS","08164000",2001-08-28,12,"A"
"USGS","08164000",2001-08-29,36,"A"
"USGS","08164000",2001-08-30,66,"A"
"USGS","08164000",2001-08-31,10200,"A"
"USGS","08164000",2001-09-01,23600,"A"
"USGS","08164000",2001-09-02,24600,"A"
"USGS","08164000",2001-09-03,13600,"A"
"USGS","08164000",2001-09-04,4410,"A"
"USGS","08164000",2001-09-05,2810,"A"
"USGS","08164000",2001-09-06,4940,"A"
"USGS","08164000",2001-09-07,2530,"A"
"USGS","08164000",2001-09-08,823,"A"
"USGS","08164000",2001-09-09,705,"A"
"USGS","08164000",2001-09-10,2580,"A"
"USGS","08164000",2001-09-11,4540,"A"
"USGS","08164000",2001-09-12,873,"A"
"USGS","08164000",2001-09-13,421,"A"
"USGS","08164000",2001-09-14,321,"A"
"USGS","08164000",2001-09-15,264,"A"
