RFA(Sample Set ID)/Tag_id|Segment|Station ID|Station Description|Parameter Code|Parameter Description|Greater Than/Less Than|Value|End Date|End Time|End Depth|Start Date|Start Time|Start Depth|Composite Category|Composite Type|Submitting Entity|Collecting Entity|Monitoring Type|Comments
1026799|2453|13384|LAVACA BAY AT Y AT CM 66|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.67|08/29/2007|13:15|0.3||||||WC|FO|RT|
1013730|2453|13563|LAVACA BAY AT CM 22|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.68|08/07/2008|11:45|0.3||||||WC|FO|RT|
1042829|2453|13384|LAVACA BAY AT Y AT CM 66|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.74|02/28/2008|14:30|0.3||||||WC|FO|RT|
1042003|2453|13563|LAVACA BAY AT CM 22|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.72|02/06/2008|13:35|0.3||||||WC|FO|RT|
1326980|2453|13384|LAVACA BAY AT Y AT CM 66|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.8|05/09/2012|12:15|0.3||||||WC|FO|RT|
1314496|2453|13383|LAVACA BAY AT SH 35|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.53|02/23/2012|11:45|0.3||||||WC|FO|RT|Alkalinity and Cl not analyzed due to lab error.  TSS and VSS not analyzed due to log-in error; the error was corrected, but the sample holding time was exceeded before analysis could be performed. kr 12/31/12
1314497|2453|13384|LAVACA BAY AT Y AT CM 66|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.43|02/23/2012|12:10|0.3||||||WC|FO|RT|Alkalinity and Cl not analyzed due to lab error.  TSS and VSS not analyzed due to log-in error; the error was corrected, but the sample holding time was exceeded before analysis could be performed. kr 12/31/12
1346462|2453|13383|LAVACA BAY AT SH 35|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.67|10/29/2012|12:10|0.3||||||WC|FO|RT|
1475764|2453|13563|LAVACA BAY AT CM 22|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.78|09/25/2014|11:35|0.3||||||WC|FO|RT|
1539012|2453|13383|LAVACA BAY AT SH 35|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||2.21|05/05/2016|11:40|0.3||||||WC|FO|RT|
1523913|2453|13384|LAVACA BAY AT Y AT CM 66|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||2.49|11/30/2015|10:10|0.3||||||WC|FO|RT|
1757494|2453|13384|LAVACA BAY AT Y AT CM 66|00625|NITROGEN, KJELDAHL, TOTAL (MG/L AS N)||0.57|12/18/2019|10:55|0.3||||||WC|FO|RT|
0029551|2453|13384|LAVACA BAY AT Y AT CM 66|70507|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN|<|0.3|02/16/2000|12:00|0.3||||||WC|FO|RT|
0029549|2453|13563|LAVACA BAY AT CM 22|70507|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN|<|0.3|02/16/2000|11:15|0.3||||||WC|FO|RT|
LN20764|2453|14720|LAVACA BAY|70507|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN||0.03|07/12/2000|07:30|0.5||||||LN|LN|RT|
0031114|2453|13563|LAVACA BAY AT CM 22|70507|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN|<|0.18|05/23/2000|16:00|0.3|||0.321|||WC|FO|RT| The 0.321m depth is an assumed value that was populated during migration to SWQMIS.
0047716|2453|13384|LAVACA BAY AT Y AT CM 66|70507|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN|<|1.8|08/10/2004|11:28|0.3||||||WC|FO|RT|
0047708|2453|13563|LAVACA BAY AT CM 22|70507|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN|<|0.9|08/11/2004|15:17|0.3||||||WC|FO|RT|
0051990|2453|13384|LAVACA BAY AT Y AT CM 66|70507|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN|<|0.04|01/04/2006|14:30|0.3||||||WC|FO|RT|TKN analysis not performed - Instrument Failure.
0050225|2453|13563|LAVACA BAY AT CM 22|70507|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN||0.06|05/25/2005|12:45|0.3||||||WC|FO|RT|
0050288|2453|13383|LAVACA BAY AT SH 35|70507|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN||0.06|07/12/2005|11:40|0.3||||||WC|FO|RT|
0053053|2453|13563|LAVACA BAY AT CM 22|70507|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN|<|0.6|12/28/2004|12:33|0.3||||||WC|FO|RT|
0051951|2453|13383|LAVACA BAY AT SH 35|70507|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN||0.06|10/18/2005|11:30|0.3||||||WC|FO|RT|
0051950|2453|13563|LAVACA BAY AT CM 22|70507|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN||0.07|10/18/2005|11:45|0.3||||||WC|FO|RT|
0045086|2453|13384|LAVACA BAY AT Y AT CM 66|70507|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN|<|0.36|07/30/2003|13:20|0.3||||||WC|FO|RT|LIM 00680     1 TRDE  Reported TOC result is actually Nonpurgeable Organic CarboLIM 00680     2 TRDE  (NPOC).
LN24104|2453|14720|LAVACA BAY|70507|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN||0.09|07/21/2003|14:15|0.387||||||LN|LN|RT|
UM00309|2453|17552|LAVACA BAY SO. OF GARCITAS COV|00671|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN||0.02|04/25/2002|12:00|1||||||UM|UM|TQ|
UM00558|2453|17554|LAVACA BAY EAST OF NOBLE POINT|00671|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN||0.032|07/23/2002|12:15|1||||||UM|UM|TQ|
0054679|2453|13563|LAVACA BAY AT CM 22|00671|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN|<|0.04|05/22/2006|12:00|0.3||||||WC|FO|RT|
0054680|2453|13383|LAVACA BAY AT SH 35|00671|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN|<|0.04|05/22/2006|12:30|0.3||||||WC|FO|RT|
UM00271|2453|13384|LAVACA BAY AT Y AT CM 66|00671|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN||0.022|04/25/2002|08:28|1||||||UM|UM|TQ|
UM00228|2453|17554|LAVACA BAY EAST OF NOBLE POINT|00671|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN||0.019|04/24/2002|12:54|1||||||UM|UM|TQ|
1134542|2453|13563|LAVACA BAY AT CM 22|00671|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN|<|0.04|05/06/2009|11:40|0.3||||||WC|FO|RT|
1134544|2453|13384|LAVACA BAY AT Y AT CM 66|00671|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN|<|0.04|05/06/2009|12:45|0.3||||||WC|FO|RT|
1258479|2453|13384|LAVACA BAY AT Y AT CM 66|00671|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN|<|0.04|04/13/2011|11:30|0.3||||||WC|FO|RT|
1204176|2453|13563|LAVACA BAY AT CM 22|00671|ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN||0.09|07/21/2010|12:15|0.3||||||WC|FO|RT|
LN20994|2453|14720|LAVACA BAY|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.02|10/18/2000|10:37|0.5||||||LN|LN|RT|
0029549|2453|13563|LAVACA BAY AT CM 22|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.06|02/16/2000|11:15|0.3||||||WC|FO|RT|
LN20764|2453|14720|LAVACA BAY|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.43|07/12/2000|07:30|0.5||||||LN|LN|RT|
0035086|2453|13384|LAVACA BAY AT Y AT CM 66|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.08|05/02/2001|10:45|0.3||||||WC|FO|RT|LIM 70300     1 TRDE TDS- Lab blanks slightly elevated for analytical run
0035088|2453|13563|LAVACA BAY AT CM 22|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.08|05/03/2001|09:05|0.3||||||WC|FO|RT|LIM 70300     1 TRDE TDS- Lab blanks slightly elevated for analytical run
0040071|2453|13563|LAVACA BAY AT CM 22|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.1|05/15/2002|12:33|0.3||||||WC|FO|RT|
0037692|2453|13384|LAVACA BAY AT Y AT CM 66|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.1|03/21/2002|11:48|0.3||||||WC|FO|RT|
0043239|2453|13383|LAVACA BAY AT SH 35|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.06|04/10/2003|13:01|0.3||||||WC|FO|RT|LIM 00680     1 TRDE  Reported TOC result is actually Nonpurgeable Organic CarboLIM 00680     2 TRDE  (NPOC).LIM 32211     1 TRDE  %RPD for batch's duplicate chlorophyll analysis was greateLIM 32211     2 TRDE  than the laboratory's established Control Limit.LIM 00610     1 TRDE  The %Recovery of the AWRL standard for ammonia was 150% whLIM 00610     2 TRDE ch is outside of the 75-125% acceptance limits.LIM 70507     1 TRDE Higher than normal reporting limits for o-PO4 are due to thLIM 70507     2 TRDE  dilution factor needed to accommodate sample conductivityLIM 70507     3 TRDE ue to the failure of the "high conductivity IC" for o-PO4.LIM 70507     4 TRDE   Due to an instrument interruption, the IPC was not run atLIM 70507     5 TRDE the end of the analytical run although the LFB that was runLIM 70507     6 TRDE at the end of the run was within its 90-110% acceptance limLIM 70507     7 TRDE ts.
0054698|2453|13383|LAVACA BAY AT SH 35|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.12|06/22/2006|12:15|0.3||||||WC|FO|RT|70300  Hold Time Exceeded - Analysis done per inspector.
0045086|2453|13384|LAVACA BAY AT Y AT CM 66|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.11|07/30/2003|13:20|0.3||||||WC|FO|RT|LIM 00680     1 TRDE  Reported TOC result is actually Nonpurgeable Organic CarboLIM 00680     2 TRDE  (NPOC).
1048250|2453|13384|LAVACA BAY AT Y AT CM 66|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.13|05/22/2008|09:30|0.3||||||WC|FO|RT|
1074004|2453|13384|LAVACA BAY AT Y AT CM 66|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.07|02/03/2009|13:28|0.3||||||WC|FO|RT|
1134543|2453|13383|LAVACA BAY AT SH 35|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.09|05/06/2009|12:10|0.3||||||WC|FO|RT|
1139145|2453|13383|LAVACA BAY AT SH 35|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.12|07/21/2009|12:15|0.3||||||WC|FO|RT|
1172493|2453|13384|LAVACA BAY AT Y AT CM 66|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.07|11/04/2009|13:00|0.3||||||WC|FO|RT|
1172491|2453|13563|LAVACA BAY AT CM 22|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.12|11/05/2009|12:50|0.3||||||WC|FO|RT|
1172492|2453|13383|LAVACA BAY AT SH 35|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.07|11/05/2009|13:10|0.3||||||WC|FO|RT|
1326978|2453|13563|LAVACA BAY AT CM 22|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.2|05/09/2012|11:20|0.3||||||WC|FO|RT|
1326980|2453|13384|LAVACA BAY AT Y AT CM 66|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.1|05/09/2012|12:15|0.3||||||WC|FO|RT|
1314497|2453|13384|LAVACA BAY AT Y AT CM 66|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.04|02/23/2012|12:10|0.3||||||WC|FO|RT|Alkalinity and Cl not analyzed due to lab error.  TSS and VSS not analyzed due to log-in error; the error was corrected, but the sample holding time was exceeded before analysis could be performed. kr 12/31/12
1413754|2453|13384|LAVACA BAY AT Y AT CM 66|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.02|05/14/2013|12:05|0.3||||||WC|FO|RT|
1413752|2453|13563|LAVACA BAY AT CM 22|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.14|05/14/2013|11:25|0.3||||||WC|FO|RT|
1258477|2453|13563|LAVACA BAY AT CM 22|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.09|04/13/2011|10:40|0.3||||||WC|FO|RT|
1204185|2453|13384|LAVACA BAY AT Y AT CM 66|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.11|07/21/2010|12:50|0.3||||||WC|FO|RT|
1204176|2453|13563|LAVACA BAY AT CM 22|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.19|07/21/2010|12:15|0.3||||||WC|FO|RT|
1274483|2453|13563|LAVACA BAY AT CM 22|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.11|07/13/2011|10:55|0.3||||||WC|FO|RT|
1482919|2453|13383|LAVACA BAY AT SH 35|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.07|01/08/2015|12:20|0.3||||||WC|FO|RT|
1700387|2453|13383|LAVACA BAY AT SH 35|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.06|02/21/2019|11:40|0.3||||||WC|FO|RT|
1700386|2453|13384|LAVACA BAY AT Y AT CM 66|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.04|02/21/2019|10:40|0.3||||||WC|FO|RT|
1744614|2453|13383|LAVACA BAY AT SH 35|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.13|09/12/2019|10:40|0.3||||||WC|FO|RT|
1600421|2453|13383|LAVACA BAY AT SH 35|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.342|07/06/2017|12:25|0.3||||||WC|FO|RT|
1757487|2453|13563|LAVACA BAY AT CM 22|00665|PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)||0.07|12/18/2019|11:40|0.3||||||WC|FO|RT|
LN20994|2453|14720|LAVACA BAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.06|10/18/2000|10:37|0.5||||||LN|LN|RT|
0029551|2453|13384|LAVACA BAY AT Y AT CM 66|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.05|02/16/2000|12:00|0.3||||||WC|FO|RT|
0032183|2453|13383|LAVACA BAY AT SH 35|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)||0.06|11/27/2000|12:30|0.3||||||WC|FO|RT|
0035088|2453|13563|LAVACA BAY AT CM 22|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.05|05/03/2001|09:05|0.3||||||WC|FO|RT|LIM 70300     1 TRDE TDS- Lab blanks slightly elevated for analytical run
LN21388|2453|14720|LAVACA BAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.02|07/24/2001|10:41|0.33||||||LN|LN|RT|
0035243|2453|13383|LAVACA BAY AT SH 35|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.05|01/30/2002|11:30|0.3||||||WC|FO|RT|
0040069|2453|13383|LAVACA BAY AT SH 35|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.05|05/15/2002|12:16|0.3||||||WC|FO|RT|
0040128|2453|13563|LAVACA BAY AT CM 22|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.05|06/13/2002|13:10|0.3||||||WC|FO|RT|
LN22792|2453|14720|LAVACA BAY|00610|NITROGEN, AMMONIA, TOTAL (MG/L AS N)|<|0.02|10/22/2002|13:44|0.39||||||LN|LN|RT|
